essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
57,5,"संस्मरण में लेखक ने सेटिंग और चेटर्स के बारे में विवरण का उपयोग करके एक मूड बनाया, कहानी में जो मूड था, वह दोस्ती है। पैराग्राफ @संख्या1 में, यह ""@नाम1 भोजन के लिए हमारी रसोई की मेज पर अधिक बार नहीं की तुलना में ग्रेड किया है।"" लेखक समझा रहा है कि लगभग हर रात खाने के लिए उसके घर पर उसके पारिवारिक मित्र थे। एक और मूड जो संस्मरण में है, वह है ध्यान रखना। पैराग्राफ @संख्या1 में, यह कहता है ""अक्सर कोई हमारे साथ अस्थायी रूप से रहता था जब तक कि वे अपने पैरों पर वापस आने में सक्षम नहीं थे।"" इससे पता चलता है कि भले ही लेखक परिवार के पास एक छोटा सा घर था लेकिन वे लोगों को उनके साथ रहने के लिए छोड़ देते थे। संस्मरण में आखिरी मूड खुशी का है। पैराग्राफ @संख्या3 में, यह कहता है कि ""मैंने अपना पहला जन्मदिन मनाया। मनोदशा इस विनम्र घर में रसोई घर की गर्मी में थी, जहां एक क्यूबा के दावत में हवा भर जाती थी।"" लेखक बताते हैं कि कैसे उनका जन्मदिन उनके दोस्तों और परिवार के साथ था। ये कहानी में मुख्य मूड के केवल तीन हैं।",2,4,6
58,5,"दिल को छूने। यही वह मनोदशा है जिसे नार्सिसो रोड्रिग्ज अपने यादगार घर: द ब्लूप्रिंट्स ऑफ आवर लाइफ में बनाता है। नरसीसो भावुक क्यूबा की संस्कृति, उनके स्वागत वाले घर और उनके देखभाल करने वाले और निस्वार्थ माता-पिता की बात करते हैं। नारसीसो ने अपने घर का वर्णन करते हुए कहानी शुरू की। वह बताते हैं कि यह क्यूबा की संस्कृति से भरा हुआ था। खाद्य संगीत और सभी। नार्सिसो पैराग्राफ @संख्या1 में कहा गया है ""मेरे माता-पिता दोनों ने खाना पकाने के कर्तव्यों के प्यार को साझा किया और अनजाने में अपने समृद्ध पाक कौशल और मेरे लिए खाना पकाने का एक प्यार है जो आज भी मेरे साथ है (और जिसके लिए मैं बाहरी रूप से आभारी हूं)। पैशनेट क्यूबा का संगीत। (जिसे मैं आज तक मानता हूं) रसोई की सुगंध के साथ मिलाकर हवा को भर दिया। "" यह वर्णन पाठक को अपने बचपन के घर की गर्म संस्कृति को चित्रित करने की अनुमति देता है। तब, नारसीसो बताते हैं कि उनका घर हमेशा दोस्तों के परिवार और पड़ोसियों के लिए खुला था। वह बताते हैं कि वे सभी एकजुट थे क्योंकि देश नस्लवाद से भरा था। जिसे दूर करने के लिए उन्हें एक साथ रहने की जरूरत थी। नार्सिसो के पैराग्राफ @संख्या2 में कहा गया है ""मेरे माता-पिता ने हमेशा अपने हथियार और अपना पैसा उन लोगों के लिए खुला रखा जिन्हें हम परिवार मानते थे, यह जानते हुए कि वे हमारे लिए भी ऐसा ही करेंगे।"" यह सिर्फ पाठक को आमंत्रित करता है। लास्ट में, नारसिसो ने अपने माता-पिता के प्रति अपनी कृतज्ञता के बारे में बताया। वह पैराग्राफ @संख्या3 में कहता है ""मैं अपने माता-पिता के प्रति उनके प्यार और बलिदान के लिए हमेशा आभारी रहूंगा। मैंने अक्सर उन्हें बताया है कि उन्होंने जो कुछ किया वह बहुत अधिक समृद्ध चीज थी जो मैं कभी भी कर सकता था।"" अपने माता-पिता के प्रति उनकी कृतज्ञता और प्यार सिर्फ पाठकों के दिल को गर्म करता है ... नार्सिसो रोड्रिगेज ने ईमानदारी और ईमानदारी से अपने संस्मरण होम: द ब्लूप्रिंट्स ऑफ आवर लाइफ में एक दिल को छू लेने वाले मूड का निर्माण किया। @महीना1 उनका संदेश सदियों तक चलाया जाता है।",4,4,8
59,5,"इस @नाम2 में @नाम1 @नाम3 बहुत खुश है और हमेशा की तरह वे एक परिवार के रूप में कुछ कर रहे हैं। यह पूरे मामले में @नाम4 @संख्या1 में यह दिखाता है। यह दर्शाता है कि @नाम5 यह दिखाता है कि वह @नाम6 अपने परिवार के जितना करीब है, जितना वह अपने आसपास के अन्य लोगों के साथ है। और इसका मतलब है कि बहुत सारी चीजों का मतलब है @नाम5 वह वास्तव में बहुत अंग्रेजी नहीं जानता है और उन सभी लोगों को उसके जीवन पर एक महत्वपूर्ण प्रभाव होने के लिए एक @नाम8 और गैर-क्यूबा के रूप में है, यह है कि कैसे और जहां यह @नाम1 में दिखाता है @नाम2।",2,1,3
60,5,"जब कोई लेखक लिख रहा होता है, तो मूड सेट करना वास्तव में महत्वपूर्ण होता है। संस्मरण में बनाया गया मिजाज दिल दहला देने वाला है और यह दर्शाता है कि यह व्यक्ति अपने घर के लिए कितना महान है, हालांकि यह बहुत छोटा था। नारसीसो रॉड्रिग्ज एक छोटे से भीड़ भरे घर में रहता था, हालांकि यह तथ्य था कि उसके माता-पिता ने यह सुनिश्चित करने के लिए कड़ी मेहनत की कि नार्सिसो एक अच्छा जीवन था, जिसने उनके घर को महान बना दिया। उनके माता-पिता ने उनके पास जो कुछ भी था उसे सबसे अच्छा बनाया और उसे जुनून, प्यार और हँसी से भर दिया। लेखक ने संस्मरण के मूड को स्थापित करते हुए बहुत अच्छा काम किया। जब वह अपने घर के पाठकों के बारे में बात कर रहा था, तो वह भोजन, @नाम1 भोजन को लगभग महसूस कर सकता था, और संगीत सुन सकता था। मनोदशा उत्थानशील है और लेखक बहुत आभार दिखाता है। जब आप सभी सुखद यादों और देखभाल करने और देने की वजह से संस्मरण पढ़ते हैं तो यह आपको मुस्कुराता है। नार्सिसिस रोड्रिग्ज के पास अद्भुत माता-पिता थे जिन्होंने उसके लिए बहुत कुछ किया। अपने संस्मरण में, वह एक उत्कृष्ट कार्य करता है जो मूड को सेट करता है और पाठक बता सकते हैं कि वह कितना महान है।",3,2,5
61,5,"लेखक ने संस्मरण में जो मूड बनाया है वह एक रोलर कोस्टर है। यह ऊपर-नीचे होता है। इस कहानी की शुरुआत में, इसे छोड़ दिया गया था। यह मूल रूप से सिर्फ रॉड्रिग्ज है जिसमें वह रहने वाले क्रमी क्वार्टर का वर्णन करता है। लेकिन, जैसे-जैसे कहानी आगे बढ़ती है, यह खुशी से भर जाता है और भले ही जीवित रहने की स्थिति में यह सब महान था, फिर भी वह मज़ेदार था। अंत में, घर भौतिक स्थान के बजाय रिश्तों के बारे में है।",2,1,3
62,5,संस्मरण में लेखक द्वारा बनाई गई मनोदशा का ध्यान रखा जा रहा है क्योंकि उनकी मां ने लोगों को अपने पैरों पर वापस आने में मदद करने के लिए एक घर दिया और अपनी बाहों को खुला रखा। साथ ही लेखक द्वारा संस्मरण में बनाया गया मूड आभारी है क्योंकि लेखक अपने जीवन के लिए हर समय अपने माता-पिता का धन्यवाद करता है।,1,1,2
63,5,"@नाम1, नार्सिसो रोड्रिगेज में, लेखक परिवार, घर और संस्कृति की रूपरेखा बनाता है। ""हमारे पारंपरिक क्यूबा घर का निर्माण किया, जिसमें से बहुत दिल रसोई था।"" इस उद्धरण से पता चलता है कि नार्सिसो और उनके परिवार की अपनी संस्कृति के लिए बहुत समझ और कृतज्ञता थी। @नाम1 का कहना है कि उन्होंने आने वाले किसी भी व्यक्ति के लिए दरवाजा खोल दिया और उन्होंने हमेशा परिवार के साथ रात का भोजन किया। यह दर्शाता है कि करीबी परिवार @नाम2 में पले-बढ़े। नार्सिसो बताता है कि कैसे उसके माता-पिता ने एक घर को एक घर में बदल दिया।",2,2,4
64,5,"नार्सिसो रोड्रिगेज द्वारा ""नार्सिसो रोड्रिगेज"" संस्मरण में, @नाम1 इस बारे में बात करता है कि कैसे उसकी क्यूबा की जड़ों और माता-पिता के प्यार ने घर बनाने में मदद की और न सिर्फ एक साधारण घर। इस लेख में, रोड्रिगेज अपने घर के बारे में बात करके एक गर्म और शांत मनोदशा बनाता है। @नाम1 ने पता लगाया कि उनका परिवार और नीयनहुड कितना तंग-बुनयाद था क्योंकि यह उनकी संस्कृति के प्रेम और संकलन के कारण था। यह कहकर @नाम1 आपको अपने घर और बचपन में एक गर्म शांत मनोदशा (आलंकारिक रूप से) आमंत्रित करता है।",2,1,3
65,5,"इस संस्मरण में लेखक द्वारा बनाई गई मनोदशा आभार, खुशी और एकता है। यह कई अलग-अलग तरीकों से ध्यान देने योग्य है जैसे कि जब नरसीसो कहते हैं, ""मैं अपने माता-पिता के प्रति उनके प्यार और बलिदान के लिए हमेशा आभारी रहूंगा।"" यह क्यूबा में अपने जीवन को छोड़ने के लिए अपने माता-पिता के प्रति आभार नरसीसो को दर्शाता है। इस संस्मरण में मनोदशा का एक और उदाहरण है जब नार्सिसो बताता है ""यहाँ बचपन की मासूमियत में, परिवार और दोस्तों की मण्डली, और अंतहीन उत्सव ...."" यह मार्ग नारसिसो के घर में खुशी दिखाता है। लेखक द्वारा इस्तेमाल किए गए स्वर से यह स्पष्ट है कि ये खुशी के समय थे। अंत में जब नार्सिसो कहते हैं, ""हमारे पड़ोस में कहीं और रीति-रिवाजों के बावजूद, ये सभी संस्कृतियां एक साथ आईं।"" यह उन लोगों की विभिन्न जातियों के बावजूद कहानी में एकता दिखाता है जो नार्सिसो के आसपास रहते थे। इस तरह खुशी, कृतज्ञता और एकता ने इस संस्मरण में एक मूड बनाया।",3,3,6
66,5,"मेरे दृष्टिकोण से मूड एक शांत और आरामदायक भावुक भावना होगी। जब लेखक इस बारे में बात करेगा कि उसके माता-पिता ने कितनी भावनाओं और इतनी संस्कृति को पारित किया है, तो यह मुझे सोचने लगा कि मैं कौन हूं और मैं कहां से हूं। इसने मुझे खाना पकाने और संगीत और परिवार के बारे में गर्मजोशी भरा एहसास दिया और मैं इससे संबंधित हो सकता हूं। इसने मुझे दृढ़ता का एहसास दिलाया और जो आप में विश्वास करते हैं उसके लिए प्रयास करना बंद नहीं किया। इसने मुझे मजबूत महसूस कराया और मेरी माँ और परिवार के प्रति समर्पण को प्रेरित किया।",2,2,4
67,5,"@व्यक्ति1 द्वारा संस्मरण की मनोदशा अपने माता-पिता के लिए प्यार और करुणा है। वह बताता है कि कैसे वह क्यूबा के लिए गर्व के साथ बड़ा हुआ और कैसे वह अभी भी क्यूबा के संगीत से प्यार करता है। उनके माता-पिता ने उन्हें ये गुण दिए, जिन्हें वह स्वीकार करते हैं, लेकिन वे ""उनके समृद्ध पाक कौशल के लिए सदा आभारी हैं, जो उनके माता-पिता द्वारा उन पर पारित किए गए थे। @व्यक्ति1 ने उस वातावरण में"" परिवार ""की भूमिका के बारे में भी बात की, जिसमें वह ऊपर उठे थे। । उसके पड़ोस में, कई लोग नस्लवाद के शिकार थे, इसलिए वे सभी एक मजबूत बनकर आए थे। इस तरह बड़े होकर उन्होंने सीखा कि जो लोग जरूरतमंद थे, उन्हें कैसे मदद करना है। @व्यक्ति1 ने भी पाठक को बताया। उनके माता-पिता ने जिस साहस के साथ उन्हें जाना और प्यार किया था, उसे छोड़कर वह कैसे चाहते थे, वही साहस था, लेकिन कम से कम उन्हें इसके बारे में पता था।",3,3,6
68,5,"से संस्मरण में: नार्सिसो रोड्रिगेज द्वारा होम द ब्लूप्रिंट्स ऑफ़ अवर लाइव्स। मनोदशा नार्सिसो बनाता है उनके संस्मरण में एक प्रकार का प्रेमपूर्ण मनोदशा है। इस मनोदशा का वर्णन द @नाम1 द्वारा किया गया है ""मैंने सीखा कि कैसे प्यार करना है। मैं कभी नहीं भूलूंगा, और माता-पिता ने इस साधारण घर को घर में बदल दिया""। इससे पता चलता है कि वह अपने घर से कैसे प्यार करता था। इसके अलावा, @नाम1 ने मुझे अपने समृद्ध पाक कौशल और खाना पकाने का एक प्यार दिया, जो आज भी मेरे साथ है और उसके लिए मैं बाहरी रूप से आभारी हूं। यह दर्शाता है कि वह प्यार करता था कि उसके माता-पिता उसे खाना पकाने और खाना पकाने के लिए प्यार करते थे।",2,2,4
69,5,"संस्मरण ""@व्यक्ति1"" में वह खुद को प्यार का स्वर बनाता है। यह प्यार का स्वर है क्योंकि वह बताते हैं कि उनके माता-पिता ने उन्हें कई महान चीजें सिखाईं। यह भी कि वह अपने माता-पिता द्वारा दी गई हर चीज के लिए आभारी और आभारी है, जैसा कि पैराग्राफ @संख्या1 में कहा गया है। उदाहरण के लिए वह बताते हैं कि परिवार के लिए रक्त से संबंधित नहीं है। उनके माता-पिता ने उन्हें सिखाया कि आप जिस किसी पर भी भरोसा कर सकते हैं, वह आपके परिवार पर भरोसा कर सकता है, क्योंकि आप जानते हैं कि वे आपके लिए भी ऐसा ही करेंगे। अंतिम वाक्य में यह भी लिखा है, ""मैं कभी नहीं भूलूंगा कि मेरे माता-पिता ने इस साधारण घर को घर में कैसे बदल दिया""। इसलिए उनके संस्मरण के प्रति लेखक का प्यार प्रेम है और वह अपने माता-पिता के साथ हर चीज के लिए आभारी हैं।",2,3,5
70,5,"संस्मरण में नार्सिसो रोड्रिग्ज होम से: द ब्लूप्रिंट्स ऑफ अवर लाइव्स मूड को कुछ तरीकों से अच्छी तरह से दिखाया गया था। ""मेरे माता-पिता दोनों ने खाना पकाने के कर्तव्यों को साझा किया और अनिच्छा से मुझ पर उनके समृद्ध पाक कौशल और खाना पकाने का एक प्यार है जो आज भी मेरे साथ है (और जिसके लिए मैं अनंत बार महान हूं)।"" नरसीसो ने जो सीखा उसके लिए मूड खुश और महान है। ""जुनून क्यूबन संगीत (जिसे मैं आज तक मानता हूं) ने रसोई की सुगंध के साथ हवा को मिलाया।"" कोष्ठक में यह क्यूबा के संगीत के लिए नार्सिसो के प्रेम को और भी अधिक बल देता है। ""हमारे मकान मालिक और उनकी बेटी, एलेग्रिया (मेरी दाई और पहली दोस्त), हमारे ऊपर रहती थी, और एलेग्रिया ने हमारी रसोई की मेज पर भोजन के लिए अधिक बार ग्रेड किया, फिर नहीं।"" इससे पता चलता है कि दोनों परिवार एक साथ कितने मिलनसार हैं और वे इन भोजन का आनंद उठाते हैं।",2,3,5
71,5,"संस्मरण में लेखक द्वारा बनाया गया मूड ""एकजुटता"" था। क्योंकि पैराग्राफ @संख्या1 में यह कहा गया है कि ""मेरे माता-पिता दोनों ने खाना पकाने के कर्तव्यों को साझा किया और अनजाने में अपने गैर-पाक कौशल और मेरे लिए खाना पकाने का एक प्यार है, जो आज भी मेरे साथ है (और जिसके लिए मैं सदा आभारी हूं)। पैशनेट क्यूबा का संगीत ( जिसे मैं इस दिन को मानता हूं, उसने रसोई घर की सुगंध के साथ मिश्रण करते हुए हवा को भर दिया। ""पैराग्राफ @संख्या2 में भी कहा गया है।"" इस परवरिश में बड़े होने से मुझे बहुत अच्छा लगा कि ""परिवार का रक्त से संबंधित कोई संबंध नहीं था।"" । ""यह अब लेखक द्वारा बनाया गया मूड"" एकजुटता ""था।",3,2,5
72,5,"अपने ड्राइविंग टेस्ट में नाकाम रहने से वापस आकर, सेंग को हिबिस्कस के फूल का पता लगाकर सुकून मिला। यह सेंग की मातृभूमि के बारे में पोषित @नाम1 को वापस लाता है, क्योंकि यह उसके पुराने घर में उगने वाले फूलों के समान है। लेखक ने यह कहकर कहानी समाप्त की कि ""जब वे वापस आते हैं, तो सांग ने चुपचाप खुद से कसम खाई, जब साँप पिघल गए और गीज़ वापस लौट आए और यह हिबिस्कस नवोदित है, तो मैं उस परीक्षण को फिर से ले लूंगा,"" सैंग की तुलना हिबिस्कस से करने के लिए। सैंग की तरह, हिबिस्कस को नए परिवेश के अनुकूल होने की कोशिश करनी चाहिए। लेखक दिखाता है कि सेंग इस संबंध को पहचानता है और इससे प्रेरित होता है। सेंग के दिमाग में, अगर हिबिस्कस को ले जाया जा सकता है, तो वह कर सकती है।",3,2,5
73,5,"संस्मरण में लेखक द्वारा बनाया गया मूड कई कारणों से बहुत आभारी और दयालु है। नार्सिसो रोड्रिगेज वह बताता है कि क्यों उसके माता-पिता ने @स्थान1 पर आने और अपने सभी दोस्तों, परिवार, और करियर को पीछे छोड़ने के लिए एक कठिन विकल्प बनाया। वह वास्तव में उन लोगों को दिखाता है जिन्होंने अपने संस्मरण को पढ़ा है कि वह अपने माता-पिता का सम्मान करता है और @स्थान1 में अपने जीवन को बेहतर बनाने के लिए उन्हें बहुत धन्यवाद देता है। यह संस्मरण लोगों और वास्तविक जीवन से संबंधित है। वह बताता है कि वह कहाँ से आता है और वह सिर्फ उसी तरह से प्यार करता है जिस तरह से वह अपने जीवन को सरल बना सकता है और उसके लिए खुश रह सकता है जो उसने अभी तक पूरा किया है (और उसके माता-पिता)। उनके संस्मरण में विवरण और वर्णन बस आपको पढ़ना और उनके जीवन के बारे में अधिक जानकारी रखना चाहते हैं। अंत में, संस्मरण में हर बात उसके लिए इतनी दयालु और कीमती है।",3,2,5
74,5,"""नार्सिसो रोड्रिगेज"" में लेखक नार्सिसो रोड्रिगेज ने अपने बचपन के बारे में एक संस्मरण लिखा है। कहानी में उन्होंने @स्थान1 पर आने के लिए अपने माता-पिता को धन्यवाद दिया। साथ ही उनकी क्यूबा की परवरिश। वह बताता है कि कैसे परिवार और दोस्त के साथ हमेशा से भरा हुआ घर था और कैसे हमेशा एक बड़ी क्यूबा की दावत और सांस्कृतिक संगीत चल रहा था। अंत में, नार्सिसो ने दर्शाया कि कैसे उनका समुदाय, जिसमें वे रहते थे, एकता और मजबूत थे, भले ही उनके पास एक ही विरासत या पृष्ठभूमि नहीं थी। नार्सिसो अपने संस्मरण को बनाने वाले मूड में बहुत उत्साहित है। वह कभी भी अपने परिवार, दोस्त, या समुदाय के बारे में कुछ भी नकारात्मक नहीं कहता है। नार्सिसो लगातार अपनी विरासत के लिए अपने माता-पिता का शुक्रिया अदा कर रहा है और उसे बेहतर जीवन देने की आपकी इच्छाशक्ति है। ""मैं अपने प्यार और त्याग के लिए हमेशा अपने माता-पिता का आभारी रहूंगा।"" @नाम1, नार्सिसो अधिक बैकग्राउंड जानकारी देने के लिए कोष्ठक का उपयोग करता है। नार्सिसो का संस्मरण एक बहुत ही महत्वपूर्ण विचार था। इसने मुझे ऐसा महसूस कराया कि कठिन समय के माध्यम से भी लोग चीजों को अच्छा कर सकते हैं। यह कहानी मुझे मेरे पिताजी के बारे में सोचती है क्योंकि जब चीजें गलत हो जाती हैं तो वह हमेशा मजाक बना सकता है या कहानी के उज्ज्वल पक्ष को पा सकता है।",3,3,6
75,5,"मूड निश्चित रूप से उत्थान और खुश था। सबसे पहले जब वह अपने ""घर"" का वर्णन करता है, तो वह कहता है कि इन दीवारों के भीतर मेरे युवा माता-पिता ने हमारे पारंपरिक ""घर"" का इलाज किया। आप देखते हैं कि वह घर से घर कैसे जाता है फिर आप जानते हैं कि उनके लिए एक खुशहाल जगह है। ""दिल"" (खुश दिल) के रूप में उनकी रसोई के साथ क्यूबा का संगीत हवा को भरता है / (जिसे वह पसंद करता है)। यह सिर्फ एक कथानक उत्थान की कहानी है कि कैसे वह एक क्यूबा में पैदा हुआ था, स्पेनिश, इतालवी लोगों ने नस्लवाद से निपटा और उसके माता-पिता अपने विस्तारित बड़े विस्तारित परिवार में नींद में सब कुछ खाने का स्वागत कर रहे हैं। यह एक अच्छा परिवार है और जैसे उन्होंने कहा कि परिवार खून से संबंधित होने के बारे में नहीं है, उन्हें प्यार करने के तरीके से वे आते हैं और अभी भी अपने घरों में हैं। उनका परिवार प्यार और साहस के बारे में चिंता किए बिना है, उनके माता-पिता ने उन्हें कुछ खास सिखाया है और आप रक्त संबंधी परिवार से अधिक कैसे हो सकते हैं। आप सभी की जरूरत है एक छोटे से स्वार्थ और साहस की एक बहुत कुछ है।",2,4,6
76,5,"इस संस्मरण में मनोदशा विरासत प्रेम और पारिवारिक प्रेम है। यह लेखक द्वारा दिखाया गया है जब वह अपने घर के बारे में लिखता है और हम वहां प्यार करना सीखते हैं। उनके पास जो भी दोस्ती और पारिवारिक पल थे, उन्होंने उन्हें अपने घर से प्यार किया। वह अपने परिवार और घर के लिए गर्मजोशी दिखाते हैं।",1,1,2
77,5,"मुझे लगता है कि मूड खुश है। क्योंकि स्पैनिश क्यूबाई और इटैलियन एक ही पड़ोस में बिना लड़े रहते हैं, और ऐसा लगता है कि वे संयुक्त राज्य में जीवन की तुलना में पसंद करते हैं।",1,1,2
78,5,"मुझे लगता है कि लेखक द्वारा बनाई गई मनोदशा खुशी थी। मुझे ऐसा लगता है क्योंकि जब @नाम1 कहानी भर में बात कर रहा था @नाम1 ने इस बारे में बात की कि उसका जीवन कितना महान था और आपके माता-पिता कितने अच्छे हैं। @नाम1 ने अपने जीवन के बारे में बहुत अच्छा होने की बात कही क्योंकि @नाम1 एक घर में बड़ा हुआ जो एक घर में बदल गया। इसके अलावा, @नाम1 ने अपने घर में चल रहे महान खाना पकाने और सभी महान संगीत के बारे में बात की, कि @नाम1 आज भी प्यार करता है। इसके अलावा, @नाम1 इस बारे में बात करता है कि जब उसके परिवार के दरवाजे खोले गए थे, तब तक उसके माता-पिता की देखभाल कैसे की जाती थी, जब तक कि उन्हें अपने पैरों पर वापस आने तक रहने के लिए जगह की जरूरत नहीं होती। अंत में, मुझे लगता है कि लेखक द्वारा निर्धारित मूड खुशी थी क्योंकि @नाम1 में उनके परिवार या करीबी दोस्त थे जो उनके ऊपर या नीचे रहते थे। वे कारण हैं जिनके बारे में मुझे लगा कि लेखक ने जो खुशी तय की है वह खुशी की है।",3,3,6
79,5,"संस्मरण में लेखक द्वारा बनाया गया मूड यह है कि परिवार बहुत महत्वपूर्ण है। परिवार बहुत महत्वपूर्ण है जिसका एक उदाहरण पैरा @संख्या1 में है जब लेखक @व्यक्ति1 लिखते हैं ""इस वातावरण में बढ़ते हुए मुझे एक महान भावना पैदा हुई कि"" परिवार ""का रक्त संबंधियों के साथ कोई संबंध नहीं था।"" दूसरा तरीका जो दिखाता है। परिवार महत्वपूर्ण है @संख्या2 जब लेखक लिखते हैं ""मैं अपने प्यार और बलिदान के लिए अपने माता-पिता का हमेशा आभारी रहूंगा। तीसरा और अंतिम उदाहरण पैराग्राफ @संख्या3 में है जब लेखक लिखते हैं,"" मैं कभी नहीं भूलूंगा कि मेरे माता-पिता कैसे हैं इस साधारण घर को एक घर में बदल दिया। ""@नाम1 तीन उदाहरण बताते हैं कि परिवार सबसे महत्वपूर्ण चीज है।",3,2,5
80,5,"इस संस्मरण में लेखक की मनोदशा खुश, आभारी और कृतज्ञ थी। मैं खुश हूं क्योंकि कहानी में लेखक ने कहा था ""हमारे पड़ोस में रीति-रिवाजों के बावजूद जहां, सभी संस्कृतियां एक बड़ी एकजुटता और दोस्ती में एक साथ आईं। मैं खुश हूं क्योंकि लेखक बहुत सारे दोस्तों और परिवार के आने का आनंद लेने के लिए खुश था। हर रोज़ और मज़े करो। एक और मनोदशा लेखक को पूर्ण रूप से आभारी है जैसा कि कहानी में कहा गया है ""मैं अपने प्यार और बलिदान के लिए अपने माता-पिता का हमेशा आभारी रहूंगा। लेखक ऐसा इसलिए कहता है क्योंकि लेखक माता-पिता उसे बहुत प्यार करते थे, वे हर दिन बाहर निकलते थे ताकि यह सुनिश्चित हो सके कि लेखक का जीवन अच्छा हो और लेखक इसके लिए महान थे। अब लेखक ने उन सभी चीजों के लिए आभार व्यक्त किया जो लेखक के माता-पिता ने किया ""माता-पिता ने हमारे पारंपरिक क्यूबा घर का निर्माण किया"" भी ""मुझ पर समृद्ध पाक कौशल और खाना पकाने के लिए प्यार करते हैं"" और ""जहां मैंने अपना पहला जन्मदिन मनाया""। लेखक को इन सभी चीजों के लिए आभार और अधिक था क्योंकि चीजों के बिना उसके माता-पिता ने वह नहीं किया जो वह आज है।",3,3,6
81,5,"मुझे लगता है कि इस कहानी में मूड उदास / खुश था। मुझे लगता है कि यह खुश था क्योंकि यह कहता है कि उसे खाना बनाना पसंद था और उसने अपने माता-पिता को खाना बनाने के लिए सिखाने के लिए धन्यवाद दिया। इसके अलावा पैराग्राफ @संख्या1 में यह एक पैराग्राफ है जो अपने माता-पिता को समर्पित है। मुझे लगता है कि यह दुख की बात है क्योंकि पैराग्राफ @संख्या2 में यह कहा गया है कि उनके माता-पिता के पास बहुत अच्छे जॉब्स थे, लेकिन जब वे एकजुट राज्यों में आए तो उन्हें शुरू करना पड़ा।",2,2,4
82,5,"संस्मरण में व्यक्त विभिन्न मनोदशाएँ। इन मनोदशाओं में से एक प्रशंसात्मक था, वह इस बात के लिए प्रशंसनीय था कि उसके माता-पिता ने घर बना लिया। जिस तरह से उनके माता-पिता उनके समृद्ध पाक कौशल और खाना पकाने के प्यार और उनके भावुक क्यूबिक संगीत से गुजरते थे, जिससे उनके घर की हवा भर गई थी। लेखक यह भी व्यक्त करता है कि वह कैसे आभारी है कि उसके माता-पिता ने अपने परिवार, दोस्तों और करियर को देश में छोड़ दिया, जिससे वे प्यार करते थे ताकि वे अमेरिका आ सकें, अपना जीवन शुरू कर सकें, अपने और अपने लिए बेहतर जीवन जी सकें।",2,3,5
83,5,कहानी में लेखक ने एक मनोदशा बनाई जिसे आप लेख पढ़ते समय महसूस कर सकते हैं। लेखक ने एकरूपता और शांति की भावना पैदा की। उन्होंने इस भावना को बनाया क्योंकि पढ़ते समय वह कभी भी हिंसा या नफरत के बारे में एक शब्द का उपयोग नहीं करते हैं। साथ ही पढ़ते समय वह इस बारे में बात करता है कि कैसे उसने और उसके परिवार ने हमेशा एक दूसरे की मदद की। वह अपने सामुदायिक परिवार पर भी विचार करता है और यह वास्तव में आपको शांति का अनुभव कराता है।,2,1,3
84,5,"लेखक ने संस्मरण में जो कदम उठाया था, वह यह था कि इससे उसे अभी भी उम्मीद है। भले ही आपका आप्रवासी आप अभी भी इसे शीर्ष पर बना सकते हैं। जब नस्लवाद कानूनी था तब @व्यक्ति1 परिवार क्यूबा से चले गए। पड़ोस एक परिवार था, या एकता। अब नार्सिसो एक प्रसिद्ध फैशन डिजाइनर है। क्यूबा से आने के साथ पूरी तरह से एक नया जीवन शुरू करने के लिए बहुत कठिन नहीं था",0,2,2
85,5,"संस्मरण में, नरसीसो रोड्रिग्ज, ने जो मूड बनाया वह खुश और प्यार करने वाला है। संस्मरण में यह कहा गया है, ""हमारे पड़ोस में अन्यत्र रीति-रिवाजों के बावजूद, ये सभी संस्कृतियाँ एक साथ बड़ी एकजुटता और मित्रता में आईं।"" लोगों के @नाम1 उनके परिवार के बहुत करीब थे और @नाम2 ने पाया कि आपको परिवार बनाने के लिए खून के रिश्तेदार नहीं हैं। साथ ही यह कहता है, ""मैं अपने माता-पिता के प्यार और बलिदान के लिए हमेशा उनका आभारी रहूंगा।"" @नाम2 खुश है कि उसके माता-पिता @स्थान1 में चले गए और उन बलिदानों के प्रति आभारी हैं जिन्हें उन्हें ऐसा करना पड़ा। ""मैं यह कभी नहीं भूलूंगा कि मेरे माता-पिता ने इस साधारण घर को एक घर में कैसे बदल दिया। @नाम2 वहां से बस अपने घर जा रहा है। @नाम2 ने कहा कि उनके सभी माता-पिता ने उनके जीवन को बेहतर बनाने के लिए किया है।",3,3,6
86,5,"संस्मरण में लेखक द्वारा बनाई गई मनोदशा है कि उसने ""परिवार"" की परिभाषा कैसे सीखी। उसने ""परिवार"" की परिभाषा सीखी, जिसे वह उसे ""साधारण घर"" कहती है। मुझे यह पता है क्योंकि पैराग्राफ @संख्या1 में, वह कहती है ""यह वह जगह थी जहां मैंने"" परिवार की परिभाषा सीखी थी। '",2,1,3
